identificacion,capitalSuscrito,numeroTotalEmpleados
01792124867001,158217.0000,39
01792124913001,900.0000,4
01792125081001,450.0000,6
01792125820001,400.0000,5
01792125960001,800.0000,4
01792126185001,450.0000,3
01792126320001,810.0000,3
01792126584001,800.0000,3
01792126622001,5500.0000,2
01792126827001,400.0000,2
01792126983001,400.0000,9
01792127238001,30000.0000,68
01792127750001,6000.0000,5
01792128005001,1000.0000,12
01792128374001,900.0000,8
01792128412001,400.0000,5
01792128455001,800.0000,4
01792128536001,600.0000,26
01792128684001,168800.0000,2
01792128919001,800.0000,32
01792128978001,36000.0000,5
01792129036001,400.0000,14
01792129109001,420.0000,4
01792129176001,800.0000,4
01792129494001,400.0000,9
01792129508001,800.0000,3
01792129621001,400.0000,4
01792129648001,900.0000,2
01792129702001,400.0000,7
01791994191001,2000.0000,40
01791994221001,8000.0000,31
01791994531001,888707.0000,41
01791994868001,26010.0000,
01791994876001,12900.0000,11
01791995007001,1200.0000,4
01791995112001,1109607.0000,92
01791995244001,900.0000,4
01791995562001,400.0000,7
01791996224001,3500.0000,5
01791996747001,63051.0000,19
01791996941001,40000.0000,1
01791997085001,10000.0000,69
01791997123001,5000.0000,5
01791997212001,10000.0000,50
01791997433001,2000.0000,13
01791997468001,6000.0000,42
01791997492001,2000.0000,8
01791997689001,1000.0000,2
01791997794001,2800000.0000,49
01791997891001,265000.0000,465
01791998006001,400.0000,9
01791998057001,320990.0000,235
01791998081001,450.0000,7
01791998456001,800.0000,7
01791998685001,400.0000,1
01791998863001,400.0000,6
01791999312001,800.0000,2
01791999401001,600.0000,1
01791999932001,500.0000,1
01791999991001,400.0000,10
01792000262001,30000.0000,24
01792000300001,1000.0000,12
01792000335001,800.0000,2
01792000416001,80500.0000,9
01792000610001,50000.0000,2
01792001080001,400.0000,3
01792001528001,10800.0000,19
01792001730001,460800.0000,3
01792001749001,35000.0000,1
01792001854001,2000.0000,2
01792001900001,13400.0000,6
01792002206001,400.0000,7
01792002257001,12500.0000,32
01792002435001,800.0000,17
01792024730001,3704060.0000,52
01792025184001,800.0000,2
01792025389001,10000.0000,61
01792025494001,800.0000,4
01792025729001,500.0000,5
01792025931001,400.0000,3
01792026520001,400.0000,9
01792026652001,800.0000,4
01792027543001,8000.0000,4
01792027691001,742450.0000,4
01792029651001,400.0000,6
01792029783001,171149.0000,468
01792029953001,400.0000,2
01792030110001,800.0000,9
01792030382001,500.0000,4
01792031168001,30000.0000,2
01792031435001,2100.0000,3
01792031583001,659100.0000,6
01792031761001,43000.0000,6
01791350588001,9048.0000,2
01791775694001,6100.0000,5
01791776240001,408.0000,1
01791794141001,800.0000,2
01791795288001,8000.0000,7
01791795350001,62000.0000,
01791803329001,280860.0000,20
01791806751001,200000.0000,24
01791808614001,230000.0000,8
01791810848001,1543539.0000,321
01791812255001,81440.0000,23
01791812743001,68084.0000,12
01791769767001,800.0000,8
01791772121001,210000.0000,22
01791799976001,30000.0000,2
01791800494001,800.0000,9
01791405919001,289162.0000,9
01792135419001,1000000.0000,136
01792135885001,1760.0000,3
01792135893001,800.0000,4
01792136032001,2000.0000,2
01792136121001,16000.0000,7
01792136288001,800.0000,7
01792136407001,2000.0000,14
01792136806001,800.0000,1
01792136938001,1000.0000,7
01792137004001,2000.0000,2
01792137055001,800.0000,4
01792137144001,869500.0000,58
01792137284001,50800.0000,8
01792137578001,400.0000,4
01792138183001,2000.0000,2
01792138221001,800.0000,3
01792138434001,195184.0000,4
01792138493001,3000.0000,3
01792138558001,1200.0000,3
01792138620001,1200.0000,2
01792138833001,800.0000,12
01792139023001,400.0000,5
01792139155001,900.0000,4
01792139341001,38000.0000,6
01792139546001,800.0000,2
01792139899001,400.0000,6
01792140005001,800.0000,2
01792140218001,400.0000,2
01792140226001,800.0000,3
01792140366001,177300.0000,6
01792140471001,1000.0000,2
01792140609001,400.0000,4
01792141192001,2100.0000,7
01792141249001,400.0000,199
01792141419001,3300.0000,28
01792141435001,800.0000,4
01792141591001,1000.0000,2
01792141621001,400.0000,3
01792141680001,400.0000,3
01792141737001,400.0000,2
01792141818001,800.0000,
01792141966001,600.0000,2
01792142318001,700.0000,2
01792142520001,50000.0000,3
01792142563001,800.0000,4
01792142601001,400.0000,2
01792143020001,1000.0000,1
01792143233001,1000.0000,2
01792143330001,180000.0000,50
01792143667001,800.0000,2
01792143799001,10000.0000,2
01792143926001,800.0000,7
01792143993001,400.0000,3
01792144132001,1000000.0000,101
01792144329001,100400.0000,23
01792144442001,1393200.0000,12
01792144477001,5000.0000,4
01792144493001,800.0000,4
01792144531001,2000.0000,5
01792144809001,1000.0000,5
01792145023001,155000.0000,9
01792145082001,160000.0000,36
01792145139001,1275.0000,5
01790532224001,800.0000,25
01791892550001,120000.0000,2
01791892887001,800.0000,1
01791892941001,850.0000,7
01791893158001,400.0000,4
01791894359001,400.0000,5
01791895053001,60000.0000,7
01791895673001,800.0000,3
01791896726001,5000.0000,3
01791898613001,2000.0000,2
01791900499001,836.0000,2
01791901312001,861.0000,3
01791901460001,12500.0000,20
01791902084001,45888.0000,8
01791904168001,1000.0000,3
01791904184001,1000.0000,6
01791906039001,800.0000,1
01791907493001,400.0000,3
01791907779001,10000.0000,3
01791908562001,336800.0000,2
01791910958001,10000.0000,460
01791913841001,47723.0000,6
01791914589001,20000.0000,8
01791914716001,,4
01791915011001,131000.0000,6
01791813189001,14199.0000,1
01791814150001,402.0000,3
01792031869001,800.0000,2
01792032032001,800.0000,2
01792032121001,400.0000,
01792032148001,2000.0000,9
01792032296001,157200.0000,16
01792032601001,201000.0000,4
01792033020001,400.0000,1
01792033357001,400.0000,4
01792033454001,40000.0000,13
01792033640001,800.0000,2
01792033764001,400.0000,96
01792034671001,65000.0000,30
01792035112001,1000.0000,4
01792035228001,800.0000,1
01792036380001,50000.0000,12
01792036518001,1200.0000,2
01792036542001,1200.0000,2
01792037166001,3000.0000,8
01792037220001,400.0000,2
01792037743001,150000.0000,3
01792038227001,400.0000,5
01792038472001,1409932.0000,120
01792038480001,5000.0000,2
01792038774001,800.0000,2
01792039002001,75400.0000,4
01792039649001,5000.0000,5
01792039703001,3000000.0000,182
01792039754001,1190000.0000,55
01792040205001,3000.0000,3
01792040396001,4000.0000,3
01792040442001,10000.0000,6
01792040841001,2000.0000,5
01792041104001,800.0000,4
01792041260001,400.0000,2
01792041562001,800.0000,1
01792041651001,400.0000,15
01792042038001,506000.0000,19
01792042062001,30000.0000,33
01792042070001,1000.0000,3
01792042089001,8000.0000,25
01792151678001,5000.0000,4
01792151716001,10000.0000,88
01792152070001,2000.0000,2
01792152127001,174999.0000,2
01792152151001,2000.0000,2
01792152798001,400.0000,2
01792153085001,400.0000,5
01792153093001,400.0000,6
01792153522001,400.0000,3
01792153786001,10000.0000,29
01792153905001,252236.0000,3
01792154065001,800.0000,2
01792154103001,400.0000,15
01792154111001,400.0000,16
01792154154001,5000.0000,4
01792154219001,800.0000,1
01792154499001,1823906.0000,1
01792154529001,400.0000,3
01792155134001,800.0000,118
01792155193001,38198.0000,13
01792155207001,400.0000,2
01792155401001,400.0000,2
01792155673001,17000.0000,2
01792155835001,400.0000,2
01792155967001,100000.0000,5
01792156165001,2000.0000,43
01792156262001,2000.0000,3
01792156424001,800.0000,4
01792156491001,10000.0000,206
01792156572001,800.0000,11
01792156734001,399844.0000,17
01792156793001,364620.0000,15
01792156823001,25000.0000,5
01792156831001,1500.0000,4
01792156858001,400.0000,2
01792157129001,800.0000,58
01792157633001,5820.0000,1
01792157862001,2500.0000,4
01792157978001,800.0000,8
01792158079001,800.0000,5
01792158257001,50000.0000,34
01792158281001,800.0000,3
01792158745001,100400.0000,24
01792158869001,2000.0000,5
01792159431001,800.0000,4
01792159490001,1000.0000,12
01792160146001,400.0000,6
01792160340001,2500.0000,19
01792160464001,100800.0000,29
01792160642001,95120.0000,5
01792160707001,7000.0000,2
01792161517001,1000.0000,2
01792161614001,400.0000,35
01792161630001,400.0000,4
01792161770001,400.0000,2
01792162262001,50000.0000,2
01792162289001,20000.0000,2
01792162742001,10000.0000,2
01792162912001,2000.0000,0
01792163331001,5000.0000,2
01792163609001,400.0000,1
01792163773001,1000.0000,2
01792163846001,2000.0000,3
01792163994001,10905865.0000,85
01792164052001,393079.0000,14
01792164206001,10150.0000,2
01792164311001,20000.0000,2
01792164710001,1000.0000,6
01792164761001,400.0000,2
01792165350001,800.0000,2
01792165792001,405.0000,44
01792165938001,1000.0000,4
01792166063001,20000.0000,2
01792166101001,5000.0000,15
01792166594001,30000.0000,4
01792166608001,600.0000,12
01792166691001,81800.0000,4
01792166888001,2000.0000,3
01792167698001,800.0000,1
01792167922001,12500.0000,4
01792168066001,1000.0000,19
01792168309001,1500.0000,2
01792168422001,800.0000,2
00993287520001,400.0000,
00993287687001,1000.0000,
00993287784001,400.0000,
00993288217001,800.0000,
00993288292001,800.0000,3
00993288314001,800.0000,
00993288330001,10000.0000,
00993288543001,1000.0000,
00993288586001,1000.0000,
00993288594001,800.0000,
00993288608001,800.0000,
00993288721001,900.0000,
00993288756001,800.0000,
00993288780001,800.0000,
00993288799001,800.0000,
00993289213001,400.0000,
00993289221001,800.0000,
00993289302001,800.0000,
00993289329001,,
00993289434001,800.0000,
00993289922001,800.0000,
00993290203001,300.0000,
00993290246001,1200.0000,
00993290289001,800.0000,
00993290734001,800.0000,
00993290807001,10000.0000,
00993290939001,100.0000,
00993291013001,800.0000,
00993291145001,800.0000,
00993291420001,3000.0000,
00993291528001,5000.0000,
00993291536001,800.0000,
00993291641001,1000.0000,
00993291714001,800.0000,
00993291854001,800.0000,
00993291978001,400.0000,
00993292109001,800.0000,
00993292184001,1000.0000,
00993292311001,2000.0000,
00993292478001,800.0000,
00993263575001,900.0000,
00993263605001,5000.0000,
00993263745001,800.0000,
00993264180001,800.0000,
00993264393001,400.0000,
00993264822001,800.0000,
00993264946001,800.0000,
00993265039001,1000.0000,
00993265489001,800.0000,
00993265500001,800.0000,
00993265632001,900.0000,
00993265640001,800.0000,
00993265659001,400.0000,
00993265772001,800.0000,
00993265950001,1000.0000,
00993266035001,9000.0000,
00993266108001,1000.0000,
00993266329001,100.0000,
00993266396001,400.0000,
00993266752001,800.0000,
00993267090001,800.0000,
00993267295001,800.0000,
00993267317001,20000.0000,
00993267325001,5000.0000,
00993267678001,10000.0000,
00993267864001,800.0000,
00993267937001,500000.0000,
00993268186001,900.0000,
00993268348001,800.0000,
00993268623001,800.0000,
00993268682001,10000.0000,
00993269069001,100.0000,
00993269158001,100.0000,
00993269220001,800.0000,
00993269247001,10000.0000,
00993269255001,800.0000,
00993269301001,2000.0000,
00993269417001,1000.0000,
00993269794001,800.0000,
00993269964001,100.0000,
00993270199001,800.0000,
00993270202001,800.0000,
00993270229001,400.0000,
01791836847001,800.0000,2
01791838599001,1000.0000,5
01791839293001,1200.0000,4
01791846753001,1000.0000,4
01791847776001,1040000.0000,260
01791849329001,10000.0000,31
01791851412001,5000.0000,4
01791852370001,500.0000,2
01791854721001,3000.0000,3
01791856589001,100000.0000,79
01791857313001,2000.0000,40
01791862260001,1000.0000,2
01791742184001,1000.0000,2
01791946642001,1000.0000,24
01791946960001,400.0000,2
01792186269001,1600.0000,3
01792186404001,900.0000,2
01792186501001,66000.0000,11
01792186684001,850.0000,1
01792186935001,12941.0000,6
01792187168001,1000.0000,2
01792187265001,10000.0000,2
01792187281001,243000.0000,2
01792188520001,800.0000,4
01792188555001,400.0000,1
01792188830001,16000.0000,13
01792188873001,900.0000,10
01792188903001,800.0000,59
01792189497001,400.0000,2
01792189683001,10000.0000,2
01792189721001,1000.0000,9
01792189772001,100000.0000,14
01792189888001,400.0000,2
01791849353001,205500.0000,11
01791851269001,30000.0000,9
01791854349001,5000.0000,9
01791854519001,159160.0000,34
01791856694001,800.0000,3
01791867890001,800.0000,2
01791867955001,2015000.0000,1
01791867971001,1000.0000,2
01792073014001,525000.0000,18
01792073022001,5000.0000,24
01792073324001,800.0000,4
01792073634001,10002000.0000,83
01792073642001,5130.0000,5
01792074002001,400.0000,2
01792074746001,600.0000,5
01792074754001,400.0000,2
01792075998001,650000.0000,2
01792076056001,5000.0000,32
01792076153001,1000000.0000,16
01792076382001,200000.0000,2
01792076498001,400.0000,4
01792077125001,10000.0000,67
01792077486001,800.0000,1
01792077958001,400.0000,36
01792078458001,2000.0000,5
01792078725001,116000.0000,3
01792078792001,400.0000,4
01792079039001,400.0000,2
01792079462001,30800.0000,5
01792079853001,400.0000,3
01792080061001,10000.0000,3
01792080339001,400.0000,6
01792080541001,10000.0000,113
01792080657001,766600.0000,45
01792080681001,10000.0000,21
01792080827001,400.0000,2
01792080967001,10000.0000,4
01792081017001,10400.0000,40
01792081521001,10000.0000,14
01792081793001,1600.0000,2
01792082234001,800.0000,1
01792082269001,100000.0000,10
01792082382001,15000.0000,7
01792082447001,800.0000,18
01792082935001,4000.0000,45
01792083087001,840.0000,5
01792083230001,5000.0000,2
01792083591001,101000.0000,24
01792083842001,2000.0000,2
01792083974001,1000.0000,4
01792084717001,3666.0000,
01792084776001,283000.0000,
01792085179001,10000.0000,1
01792085683001,400.0000,2
01792085705001,7891959.0000,24
01792085829001,800.0000,1
01792085918001,1000.0000,9
01792085950001,5000.0000,3
01792086353001,305200.0000,77
01792087422001,800.0000,2
01792087562001,800.0000,4
01792087627001,10000.0000,19
01792087821001,1000000.0000,130
01792087902001,400.0000,3
01792087953001,1000.0000,5
01792088984001,34000.0000,8
01792089719001,60000.0000,19
01792089840001,60000.0000,6
01792089913001,1000.0000,2
01792090121001,6000.0000,9
01792090318001,800.0000,2
01792090601001,400.0000,4
01792090695001,14000.0000,2
01792090733001,420.0000,2
01792091047001,400.0000,
01792091330001,1146000.0000,4
01792091705001,6637.0000,7
01792091829001,1505000.0000,146
01391914075001,5000.0000,
01391915543001,80.0000,
01391916086001,800.0000,
01391918747001,10000.0000,
01391918828001,200.0000,
01391923007001,200.0000,
01391923147001,100.0000,
01391923589001,500.0000,
01791893581001,2000.0000,1
01791894189001,1620.0000,4
01791896459001,1200.0000,2
01791896491001,1500.0000,2
01791898079001,800.0000,4
01791898265001,800.0000,2
01791898915001,800.0000,2
01791900359001,570000.0000,153
01791902793001,5000.0000,4
01791903951001,1200.0000,4
01791904265001,800.0000,2
01791904451001,14320.0000,22
01791904680001,800.0000,2
01791905490001,300000.0000,50
01791768280001,400.0000,6
01792190045001,10000.0000,2
01792190177001,800.0000,3
01792190371001,195000.0000,77
01792190444001,800.0000,3
01792190460001,100000.0000,8
01792190517001,10000.0000,1
01792190894001,2000.0000,1
01792190916001,2260000.0000,2
01792190940001,1000.0000,7
01792191130001,435284.0000,3
01792191211001,400.0000,2
01792191300001,800.0000,13
01792191394001,402.0000,
01792191858001,134800.0000,50
01792192056001,800.0000,14
01792192331001,10000.0000,93
01792192366001,800.0000,12
01792192471001,800.0000,3
01792192765001,1000.0000,30
01792192854001,35800.0000,
01792192870001,53600.0000,3
01792193001001,50400.0000,2
01792193346001,10000.0000,4
01792193559001,480000.0000,19
01792193648001,400.0000,3
01792193729001,400.0000,5
01792194202001,10000.0000,15
01792194288001,1200.0000,3
01792194350001,1728773.0000,2
01792194431001,400.0000,2
01792194601001,400.0000,2
01792195748001,400.0000,8
01792211247001,800.0000,4
01792211425001,2500.0000,2
01792211476001,400.0000,16
01792211573001,400.0000,3
01792211840001,1200.0000,5
01792211956001,9650000.0000,74
01792212065001,13400.0000,3
01792212383001,2890.0000,5
01792212685001,600000.0000,12
01792212952001,600.0000,2
01792213010001,800.0000,2
01792213347001,1000.0000,12
01792213401001,27800.0000,2
01792213703001,10000.0000,11
01792213770001,5000.0000,4
01792213851001,7000.0000,2
01792214041001,5800.0000,4
01792214122001,400.0000,2
01792214327001,3000.0000,8
01792214416001,6000.0000,7
01792214440001,800.0000,3
01792214475001,800.0000,19
01792214726001,15000.0000,16
01792214904001,5321420.0000,395
01792215102001,800.0000,10
01792215366001,423566.0000,14
01792215870001,800.0000,17
01792216052001,800.0000,6
01792216230001,10800.0000,2
01792216249001,400.0000,1
01792216494001,400.0000,3
01792216559001,800.0000,2
01792216753001,1000.0000,2
01792216834001,800.0000,1
01792216893001,400.0000,5
01792217040001,800.0000,14
01792217075001,12500.0000,12
01792217482001,10000.0000,14
01792217741001,1500.0000,2
01792217849001,1800.0000,6
01792218047001,10000.0000,2
01792218071001,1000.0000,44
01792218098001,800.0000,2
01792218179001,800.0000,2
01792218209001,300000.0000,7
01792218241001,4000.0000,6
01792218519001,4000.0000,6
01792218594001,5000.0000,5
